103,A,Z,L,20,320
104,A,Z,L,30,431
105,A,Z,I,96,851
106,B,Z,K,27,405
107,A,X,I,65,415
108,A,Y,K,61,211
109,B,Y,J,30,557
110,A,X,J,63,724
111,B,Z,J,33,584
112,A,Z,L,81,833
113,B,Y,I,16,370
114,A,Z,L,96,185
115,B,Z,L,27,569
116,A,Y,J,53,821
117,A,Y,K,28,217
118,B,Y,L,48,628
119,A,Y,I,59,924
120,A,Y,I,86,697
121,B,Y,K,15,471
122,A,Z,L,51,199
123,A,X,K,26,248
124,B,Z,J,56,138
125,A,Y,K,41,655
126,A,X,L,81,388
127,B,X,I,25,293
128,A,Y,J,60,708
129,B,Y,K,74,891
130,A,Z,L,91,134
131,A,Y,J,63,752
132,A,X,K,51,218
133,B,X,J,91,635
134,A,Z,K,15,451
135,A,X,J,41,887
136,A,Y,L,20,976
137,A,X,L,48,737
138,A,Z,I,92,458
139,B,Y,J,75,902
140,B,Z,J,77,969
141,A,Z,L,86,680
142,A,Z,K,39,124
143,A,Y,L,100,395
144,B,X,L,65,339
145,B,Z,K,60,397
146,B,Y,I,22,165
147,A,X,J,53,128
148,A,Z,I,38,534
149,A,Z,I,47,839
150,B,Y,K,59,551
151,B,Z,I,25,430
152,A,Y,J,75,888
153,B,X,K,95,867
154,B,Z,I,32,631
155,A,Z,K,20,878
156,A,X,J,21,724
157,A,Y,K,89,722
158,A,Y,K,15,107
159,A,Z,J,21,938
160,A,Y,J,31,968
161,B,Z,I,11,119
162,A,X,I,79,441
163,A,X,I,100,768
164,B,Y,K,19,807
165,B,X,K,41,967
166,A,Z,K,38,380
167,A,Y,L,53,418
168,B,X,L,64,610
169,A,Z,J,29,249
170,A,X,J,68,894
171,B,Z,J,68,865
172,B,X,J,95,540
173,B,Z,K,91,892
174,A,X,K,58,376
175,B,Z,L,99,591
176,A,Y,I,100,663
177,A,X,K,63,508
178,B,Z,L,50,902
179,A,Z,J,39,602
180,B,Z,L,30,174
181,B,Z,K,63,973
182,A,Y,I,99,994
183,B,X,J,68,488
184,A,Y,J,94,513
185,B,X,L,37,302
186,B,Y,I,46,163
187,A,X,I,48,371
188,B,X,J,62,907
189,B,Z,K,39,775
190,A,Z,K,24,431
191,B,Y,L,73,102
192,B,X,I,11,364
193,B,X,J,96,418
194,A,Z,J,90,520
195,A,X,L,55,702
196,A,X,K,60,854
197,B,Y,L,54,499
198,B,X,L,28,715
199,B,Z,K,64,639
200,A,Z,I,71,159
201,A,Y,J,91,382
202,B,X,J,62,534
203,A,X,K,60,943
204,B,Y,I,72,171
205,A,X,J,41,921
206,B,Z,L,17,563
207,A,X,J,13,735
208,A,Y,L,21,396
209,A,Y,I,76,704
210,B,X,K,94,106
211,A,Y,K,73,625
212,B,Y,K,79,969
213,B,X,I,42,352
214,B,Y,I,66,685
215,A,X,I,86,322
216,B,Y,K,31,682
217,A,Y,K,90,449
218,A,X,K,90,625
219,A,Z,J,10,267
220,B,Z,I,80,855
221,A,Z,L,54,712
222,A,Y,K,68,610
223,B,Y,J,35,380
224,A,X,J,65,405
225,B,Y,I,56,291
226,B,Y,I,50,674
227,A,Z,I,42,700
228,B,Y,J,35,408
229,A,X,L,39,395
230,A,Z,I,99,217
231,A,Y,J,16,878
232,A,Y,J,41,405
233,B,Y,I,77,140
234,A,Z,K,55,378
235,A,Z,L,76,217
236,B,X,L,82,715
237,B,Y,J,94,104
238,B,Y,K,26,279
239,B,Y,L,90,879
240,A,Z,K,62,494
241,A,X,I,63,303
242,A,X,K,81,608
243,A,Y,J,55,250
244,A,X,L,42,399
245,B,Z,L,61,831
246,B,X,I,65,994
247,B,Y,J,42,284
248,B,Z,I,61,512
249,A,Y,L,49,993
250,B,X,I,80,344
251,B,Z,J,87,341
252,A,Z,K,80,176
253,A,Y,I,90,407
254,B,Y,L,68,510
255,B,X,J,87,891
256,A,Y,J,40,808
257,B,Y,L,39,957
258,A,X,L,55,204
259,B,X,K,57,920
260,A,Z,I,65,348
261,B,X,K,65,477
262,A,X,L,99,811
263,B,X,L,83,872
264,B,X,J,25,989
265,A,X,I,63,593
266,B,Z,K,87,133
267,A,Z,J,54,266
268,B,X,I,88,576
269,B,Z,L,83,124
270,A,X,L,50,258
271,B,Y,J,99,653
272,A,Z,K,46,543
273,A,Y,K,33,664
274,A,Y,L,12,309
275,B,X,I,63,656
276,A,Z,J,53,309
277,B,Y,L,83,890
278,B,Z,J,15,534
279,B,X,K,50,379
280,A,Z,K,50,468
281,A,Y,K,19,830
282,A,Z,L,68,280
283,B,Y,K,16,222
284,A,Z,L,57,306
285,A,Y,L,68,795
286,B,X,J,26,833
287,A,Y,K,85,607
288,B,X,L,22,637
289,B,Y,I,85,927
290,B,X,J,20,467
291,B,Y,I,78,115
292,B,Y,J,74,231
293,B,Y,K,85,817
294,B,Y,I,69,924
295,B,X,J,97,298
296,B,X,J,88,176
297,A,Y,L,47,807
298,B,X,I,68,349
299,B,X,L,47,244
300,B,X,K,40,584
301,B,X,L,84,345
302,A,Z,J,63,489
303,A,X,I,41,633
304,A,Z,L,23,237
305,B,Z,J,61,964
306,B,X,J,76,220
307,B,X,L,88,894
308,B,X,I,34,369
309,B,Y,K,19,220
310,A,Z,L,88,163
311,A,Y,I,100,290
312,A,X,I,91,267
313,B,Y,J,82,798
314,B,Z,J,99,943
315,B,Y,J,57,563
316,B,Y,L,13,933
317,A,X,J,33,111
318,B,X,J,73,459
319,A,X,J,26,627
320,A,Y,J,11,386
321,A,X,L,18,523
322,A,X,J,60,982
323,B,Z,I,68,302
324,B,Z,L,33,223
325,B,Z,I,91,711
326,B,Y,I,19,162
327,A,Z,L,63,795
328,A,X,L,46,161
329,A,Y,L,93,445
330,A,Y,K,44,974
331,A,Y,I,70,648
332,B,Y,L,77,467
333,B,Y,K,46,257
334,B,Z,K,77,258
335,B,Y,L,15,549
336,A,Y,L,39,869
337,A,X,L,22,964
338,A,Z,K,40,284
339,A,Z,L,25,624
340,B,Y,J,75,871
341,B,X,L,93,436
342,A,Z,J,58,110
343,A,Z,L,90,722
344,A,Z,K,21,182
345,B,X,I,62,909
346,A,Z,J,99,106
347,A,Z,K,10,371
348,A,Z,L,84,796
349,A,Z,I,91,370
350,A,Y,L,24,530
351,A,X,K,60,394
352,A,Y,L,38,220
353,A,Z,J,81,457
354,B,X,I,11,906
355,A,X,L,89,829
356,B,X,L,44,677
357,B,Y,I,90,462
358,B,Z,I,75,589
359,B,Z,J,42,216
360,B,Y,K,32,498
361,B,Z,I,60,700
362,A,Y,K,17,364
363,B,Z,L,36,667
364,A,Y,K,35,162
365,B,Z,J,26,916
366,A,Z,J,83,326
367,A,Z,I,50,412
368,B,Z,K,78,232
369,B,Y,K,66,267
370,A,Y,L,35,378
371,B,Y,I,66,204
372,A,Z,L,74,652
373,A,Y,J,78,935
374,B,Z,L,32,129
375,B,Z,I,53,618
376,A,X,L,12,635
377,B,X,I,79,516
378,A,Y,L,60,795
379,B,Z,I,47,893
380,A,X,J,79,677
381,A,Z,J,62,167
382,A,Z,I,50,997
383,A,Y,L,53,734
384,A,Y,I,57,960
385,A,Z,L,100,223
386,B,Z,I,58,433
387,A,Y,K,52,359
388,B,Z,L,34,514
389,A,Z,J,33,772
390,B,Y,L,31,382
391,A,Y,I,81,312
392,A,Y,I,34,578
393,A,Z,K,84,823
394,A,Y,K,54,116
395,B,X,L,55,226
396,A,Z,L,31,607
397,B,X,K,99,560
398,B,Z,L,25,190
399,B,Z,L,68,875
400,B,X,K,39,408
401,A,X,K,24,442
402,A,Y,K,42,644
403,A,Y,J,70,887
404,B,Z,J,58,393
405,B,Z,J,20,903
406,B,Z,I,81,883
407,B,Z,I,22,266
408,A,Y,K,51,935
409,A,Z,J,83,743
410,A,Z,I,67,706
411,A,X,K,55,228
412,B,X,K,75,820
413,B,Y,L,44,992
414,B,Y,I,50,635
415,A,X,J,35,797
416,A,Z,L,50,657
417,A,X,L,71,313
418,B,Z,I,41,900
419,A,X,J,34,689
420,B,Y,I,39,598
421,B,X,I,29,309
422,A,X,J,32,128
423,B,Z,I,73,548
424,A,X,J,52,473
425,B,X,I,65,266
426,A,Y,K,30,413
427,A,Y,I,35,844
428,B,X,I,83,350
429,B,X,I,58,932
430,B,Y,J,18,184
431,A,Y,J,36,687
432,B,Y,L,63,948
433,A,X,J,76,278
434,B,Y,I,68,729
435,B,Z,I,55,116
436,A,X,J,23,179
437,B,Y,L,31,860
438,B,X,I,76,500
439,A,X,J,85,485
440,A,Y,K,31,256
441,B,X,J,14,282
442,B,Y,K,35,346
443,B,Y,K,62,928
444,A,Z,J,95,118
445,A,X,L,89,873
446,A,Y,L,11,695
447,A,Y,J,48,857
448,A,Y,I,92,919
449,B,X,L,39,602
450,B,Y,L,76,498
451,A,Z,L,78,609
452,B,X,K,79,886
453,B,Y,I,32,586
454,A,Z,K,55,934
455,A,Z,I,38,774
456,B,Y,L,63,120
457,B,Y,L,25,995
458,A,Z,I,66,609
459,B,X,K,84,193
460,B,Z,J,51,140
461,A,Y,I,58,661
462,B,X,K,78,615
463,B,Y,K,26,455
464,B,Z,L,70,180
465,B,Y,L,58,853
466,B,X,K,64,809
467,A,Y,K,57,694
468,B,X,J,40,686
469,B,Z,L,49,627
470,A,Y,K,68,747
471,A,Z,L,33,791
472,A,Y,K,34,860
473,B,X,K,82,534
474,A,Z,K,51,818
475,A,Y,L,94,155
476,A,X,K,69,428
477,B,Y,I,54,569
478,A,X,J,21,941
479,B,Z,K,63,959
480,A,Z,J,34,897
481,B,Z,L,22,716
482,A,X,L,51,852
483,A,Z,L,33,345
484,B,X,J,30,954
485,B,Y,I,15,366
486,B,Z,K,77,404
487,B,Y,I,53,883
488,A,X,L,32,162
489,B,Z,J,30,975
490,B,X,J,87,914
491,B,X,I,44,347
492,B,Y,L,12,340
493,A,Z,I,16,663
494,B,Y,L,76,813
495,A,Y,L,50,689
496,A,X,J,64,328
497,A,X,K,59,682
498,A,X,K,69,893
499,A,Y,I,95,464
500,A,Z,I,15,530
501,B,Y,L,28,261
502,A,X,J,15,301
503,B,X,I,78,820
504,B,Y,L,65,406
505,B,X,K,23,968
506,A,X,I,11,136
507,A,Z,K,60,961
508,A,Z,K,50,411
509,A,X,L,67,237
510,A,X,L,33,357
511,A,Y,L,55,364
512,B,X,L,46,766
513,A,Z,L,30,644
514,A,Y,J,67,364
515,B,Y,J,86,178
516,A,X,J,46,721
517,B,Y,K,54,227
518,A,Y,I,37,186
519,B,X,L,23,437
520,B,Y,L,33,516
521,B,X,K,74,604
522,A,X,K,94,267
523,A,Z,J,98,840
524,A,Z,I,28,360
525,B,Y,J,96,347
526,A,Z,K,64,302
527,B,Y,K,96,415
528,B,Z,J,81,711
529,B,X,K,11,763
530,B,Y,K,54,362
531,B,X,J,44,813
532,B,Y,K,28,495
533,B,Z,K,19,865
534,B,Y,J,73,431
535,A,Z,J,46,965
536,B,X,I,16,783
537,A,Y,K,22,159
538,A,Z,L,84,394
539,B,X,I,61,653
540,A,X,I,91,885
541,B,X,J,20,393
542,A,Y,J,25,531
543,A,Z,L,78,781
544,A,X,I,47,205
545,B,X,J,29,102
546,B,Y,J,26,864
547,A,X,K,95,437
548,B,X,J,33,925
549,A,Y,K,63,157
550,B,Z,K,49,601
551,B,Y,L,74,267
552,B,Y,J,16,385
553,A,Y,K,81,326
554,A,X,L,88,527
555,A,X,L,29,851
556,A,X,L,86,499
557,A,X,K,23,505
558,A,Z,J,59,370
559,A,Y,I,79,284
560,A,Y,I,92,640
561,A,X,L,18,759
562,A,X,L,23,457
563,B,Z,L,71,431
564,A,Y,J,25,474
565,B,X,L,58,137
566,A,Y,I,99,449
567,B,Y,L,78,725
568,A,Z,K,35,892
569,A,Z,L,28,881
570,A,X,K,78,190
571,B,X,J,42,297
572,B,Z,I,97,456
573,A,Y,K,70,760
574,A,Z,J,85,692
575,B,X,K,12,837
576,B,Y,J,79,566
577,A,Z,L,47,335
578,A,X,L,39,127
579,B,Z,K,76,614
580,B,Y,J,79,783
581,A,Z,J,34,497
582,A,Z,I,92,552
583,A,X,K,36,921
584,B,X,L,86,780
585,B,X,L,88,333
586,B,Y,I,79,415
587,B,Z,L,80,777
588,B,Y,L,13,593
589,A,X,I,89,855
590,B,X,I,73,911
591,A,Z,L,52,812
592,B,Z,J,70,489
593,A,Y,I,23,675
594,B,Z,L,77,348
595,A,Y,I,16,777
596,B,Y,L,59,933
597,B,X,K,46,742
598,A,X,K,47,525
599,A,Z,K,11,774
600,A,Z,L,16,342
601,B,X,J,84,434
602,A,Z,L,55,493
603,B,Y,L,24,738
604,A,Z,J,46,739
605,B,Y,L,53,668
606,A,Y,I,42,809
607,B,Z,L,17,777
608,B,Z,L,52,953
609,B,X,L,84,840
610,B,X,K,12,574
611,B,Y,K,32,305
612,B,X,L,22,971
613,B,X,L,13,594
614,A,Z,J,10,816
615,B,Y,J,68,467
616,A,Z,L,72,101
617,B,Y,J,62,231
618,B,Y,L,72,348
619,A,Y,L,42,960
620,B,Y,I,64,186
621,B,X,I,75,926
622,A,Z,J,36,505
623,A,X,L,10,394
624,A,Z,J,34,639
625,A,X,J,29,600
626,B,Z,L,38,880
627,A,X,K,97,789
628,A,Z,I,97,391
629,A,X,I,60,330
630,A,X,J,83,799
631,A,Y,L,11,790
632,B,Y,J,82,631
633,B,X,I,21,474
634,A,Y,I,70,976
635,B,Y,K,42,347
636,A,X,L,26,789
637,A,X,K,51,682
638,A,Y,K,31,935
639,A,Z,J,18,498
640,A,Y,I,62,936
641,B,X,I,44,168
642,A,Y,I,64,730
643,A,Y,L,20,299
644,A,Z,J,57,343
645,B,X,K,75,593
646,A,Z,K,47,592
647,A,X,J,28,950
648,B,Y,K,14,241
649,A,Y,K,16,961
650,A,Y,L,68,446
651,A,X,K,52,834
652,A,Y,K,54,988
653,B,Z,K,39,817
654,B,Y,L,17,295
655,B,Z,L,83,641
656,A,X,I,61,197
657,B,Y,K,47,800
658,B,Y,I,37,595
659,A,Y,K,80,676
660,A,Y,K,58,679
661,B,Z,I,93,790
662,B,X,K,59,308
663,B,X,K,94,789
664,A,Z,I,91,642
665,B,Y,K,70,907
666,B,X,J,52,555
667,A,Y,K,63,601
668,A,X,L,12,312
669,B,Z,J,73,539
670,A,X,I,100,728
671,A,Y,I,83,304
672,B,X,I,95,128
673,B,Y,K,37,758
674,B,X,K,56,805
675,A,Z,L,22,149
676,B,Y,K,54,944
677,A,Y,I,79,529
678,B,Y,I,42,942
679,A,Y,I,91,651
680,B,X,J,40,125
681,B,Z,I,14,844
682,B,Z,I,34,888
683,B,Z,L,59,505
684,A,X,K,85,589
685,A,Y,L,76,394
686,A,X,K,39,664
687,A,Z,K,95,343
688,B,Z,L,61,225
689,B,Y,K,20,865
690,A,Z,I,20,791
691,A,X,J,67,978
692,A,Z,J,66,159
693,B,Y,L,82,255
694,A,Z,L,66,631
695,A,X,J,95,805
696,A,Z,K,20,880
697,B,Z,K,26,690
698,B,Z,J,49,713
699,A,X,K,48,376
700,A,Z,I,72,828
701,A,Z,L,27,768
702,B,Y,I,23,504
703,B,Z,L,77,724
704,A,X,L,22,138
705,B,Z,L,11,182
706,B,X,J,33,620
707,A,Z,J,18,823
708,B,X,J,45,441
709,A,Y,I,20,297
710,A,Y,J,68,307
711,B,Y,K,37,849
712,B,Y,L,79,531
713,B,Z,I,26,797
714,B,X,L,64,183
715,B,X,L,97,984
716,B,Z,J,12,836
717,B,X,L,75,331
718,B,Y,L,51,369
719,A,Y,K,13,623
720,B,Y,I,78,957
721,B,X,L,75,697
722,B,Y,L,76,239
723,B,Y,I,73,510
724,A,Y,I,73,432
725,A,Z,K,77,769
726,B,X,K,24,336
727,B,Z,L,16,983
728,B,Z,K,96,282
729,A,X,K,34,657
730,A,Y,J,17,480
731,B,Z,K,27,662
732,B,X,K,53,162
733,A,Z,J,83,912
734,A,Y,K,38,899
735,A,X,J,63,514
736,A,X,K,95,894
737,A,Z,K,16,778
738,A,Z,K,35,717
739,A,Y,K,63,650
740,A,X,K,87,488
741,A,Z,J,27,572
742,A,Z,K,86,282
743,B,X,L,44,1000
744,B,X,I,31,426
745,B,Y,I,59,407
746,B,Y,L,47,733
747,B,Z,I,86,146
748,B,X,J,23,602
749,B,X,K,35,139
750,B,Z,K,58,717
751,A,Z,I,96,640
752,A,X,J,46,888
753,B,X,J,42,452
754,A,X,J,14,806
755,B,Z,I,51,119
756,B,X,K,69,865
757,B,Y,L,80,341
758,B,Z,J,25,463
759,A,Z,L,99,316
760,A,Z,J,49,205
761,A,Y,I,35,812
762,A,X,I,12,145
763,B,Y,I,64,950
764,B,Y,K,75,447
765,B,Z,K,44,842
766,A,Y,L,36,718
767,B,X,J,32,182
768,B,X,L,88,793
769,A,Z,I,18,283
770,B,Y,I,50,971
771,B,Y,L,88,906
772,B,Y,I,96,266
773,A,Z,J,89,561
774,A,Y,K,58,253
775,B,X,J,22,510
776,A,X,J,58,513
777,B,Z,K,78,838
778,A,Z,I,59,862
779,A,Z,I,24,156
780,B,Z,I,60,671
781,A,Z,K,60,797
782,A,X,I,69,116
783,B,Z,J,55,233
784,B,Y,I,89,360
785,B,Z,K,48,588
786,B,X,J,85,398
787,B,Y,I,10,481
788,B,Y,L,89,528
789,A,X,L,73,851
790,B,Z,I,82,583
791,A,Y,J,38,927
792,A,Y,K,75,296
793,A,Z,I,65,220
794,B,Z,K,40,912
795,A,Z,K,76,366
796,B,Z,J,37,871
797,B,X,I,85,934
798,A,Z,J,19,634
799,B,Z,K,19,320
800,B,Z,J,24,999
801,B,Y,I,29,715
802,A,Y,J,11,659
803,B,Z,K,37,747
804,A,Z,K,50,793
805,B,X,I,48,742
806,A,Z,J,72,990
807,A,Z,I,57,336
808,A,X,I,10,933
809,A,Z,K,41,707
810,B,X,J,37,168
811,B,X,L,39,828
812,A,X,I,37,767
813,B,X,J,93,799
814,B,Y,I,24,606
815,B,X,I,100,896
816,B,X,I,87,381
817,A,Y,I,17,678
818,A,X,J,100,384
819,A,X,J,51,387
820,A,Z,L,22,659
821,B,Z,K,45,993
822,A,Z,J,39,401
823,A,X,K,53,732
824,A,X,L,42,584
825,B,Y,K,30,262
826,B,X,K,61,568
827,A,Z,I,54,526
828,B,X,K,81,293
829,A,Z,I,17,186
830,B,Z,K,100,880
831,A,X,K,91,219
832,B,X,J,90,273
833,A,Y,J,14,648
834,A,Y,K,44,171
835,B,X,I,95,589
836,B,X,K,65,787
837,B,X,I,43,966
838,B,Z,K,54,369
839,A,Z,I,99,772
840,B,Z,J,84,902
841,B,Y,J,64,262
842,B,Y,J,84,794
843,B,Z,K,95,571
844,A,Z,L,28,271
845,A,Z,L,62,517
846,A,Z,J,47,700
847,A,X,K,68,399
848,A,X,K,26,733
849,B,Y,L,57,280
850,B,X,I,84,707
851,A,Y,L,76,499
852,B,Z,K,85,475
853,B,Z,L,69,446
854,A,X,I,70,278
855,B,X,J,22,279
856,B,Z,I,99,639
857,A,Y,J,27,222
858,B,Y,J,74,386
859,A,X,J,46,905
860,B,X,I,23,337
861,B,Y,J,11,443
862,B,Z,L,86,207
863,B,Z,J,45,943
864,A,Y,K,65,840
865,B,Y,L,49,966
866,B,X,L,81,395
867,A,X,I,99,338
868,A,X,I,80,734
869,A,Y,J,29,210
870,B,Y,I,79,797
871,B,Z,K,93,875
872,B,Z,L,95,504
873,A,X,I,29,253
874,A,Y,I,90,546
875,B,X,L,39,410
876,A,Z,I,64,496
877,B,Y,L,43,266
878,B,X,J,23,207
879,B,Z,L,59,634
880,B,Z,L,95,409
881,A,Z,L,77,711
882,B,X,K,68,425
883,B,X,K,67,550
884,A,Y,I,83,262
885,A,Y,I,100,730
886,B,Z,J,93,872
887,A,X,L,98,794
888,B,Y,K,35,665
889,A,X,K,54,536
890,A,X,I,56,874
891,A,X,J,33,448
892,A,Z,I,50,174
893,A,Z,L,27,412
894,B,X,K,32,610
895,A,Z,J,84,552
896,B,X,I,58,621
897,B,X,I,76,326
898,A,Z,I,32,823
899,A,Z,K,12,981
900,A,Z,K,28,100
901,B,X,L,43,651
902,A,Y,J,92,861
903,A,Y,J,88,220
904,B,Y,I,31,902
905,B,Y,I,37,315
906,A,Y,J,57,386
907,A,X,L,37,826
908,B,X,L,46,417
909,A,Y,L,27,342
910,A,Z,K,22,630
911,A,Z,I,72,954
912,A,Y,I,68,103
913,B,Z,K,87,167
914,A,Z,J,98,496
915,B,Y,J,18,396
916,A,X,J,50,983
917,A,Z,K,72,325
918,B,X,K,63,881
919,A,Z,L,48,650
920,A,Y,J,86,371
921,A,Y,I,69,263
922,B,Z,L,14,299
923,B,Y,K,16,459
924,B,Z,L,36,222
925,A,Z,K,45,330
926,B,X,J,59,219
927,B,Y,K,38,317
928,A,Z,K,76,410
929,B,Z,J,95,849
930,B,Z,J,84,979
931,A,X,J,78,794
932,B,X,J,11,971
933,A,Z,J,45,416
934,A,Y,J,40,661
935,B,Z,I,63,378
936,A,Z,L,53,610
937,A,X,L,21,232
938,B,Y,K,45,289
939,A,X,J,32,131
940,A,X,L,55,286
941,A,Y,L,45,118
942,B,Y,I,37,457
943,A,Z,K,78,761
944,B,Y,L,59,222
945,B,Z,L,51,617
946,A,Y,J,92,250
947,B,X,I,21,439
948,B,X,K,46,706
949,B,Y,K,41,553
950,A,Z,I,72,348
951,B,Z,L,59,926
952,B,Z,L,19,640
953,A,Y,L,59,933
954,B,Y,K,52,229
955,A,Y,K,95,506
956,A,Y,L,79,243
957,A,Y,J,48,316
958,A,Y,L,37,915
959,A,Y,I,27,382
960,A,Z,I,88,362
961,B,X,K,91,790
962,B,Z,L,41,273
963,B,Z,J,63,510
964,A,Y,J,60,843
965,A,X,J,51,628
966,B,Y,J,82,679
967,A,X,J,59,450
968,A,X,I,99,456
969,B,Z,K,36,250
970,A,X,I,51,444
971,B,Y,L,58,983
972,A,X,K,21,598
973,A,Z,K,30,825
974,B,Y,L,43,915
975,A,Y,I,35,351
976,A,X,J,11,213
977,A,X,J,67,842
978,A,X,J,15,137
979,B,X,L,29,965
980,B,X,L,95,957
981,A,X,J,50,318
982,A,Z,K,88,220
983,A,X,K,79,939
984,A,Y,I,60,579
985,A,Z,K,39,875
986,A,X,K,33,652
987,B,Z,J,40,461
988,A,Y,K,24,442
989,A,X,I,47,972
990,B,X,I,100,476
991,B,X,L,37,939
992,B,Y,I,100,237
993,A,Z,K,73,975
994,B,X,K,33,154
995,A,Y,J,89,588
996,A,X,I,86,421
997,A,X,J,14,785
998,A,Z,I,66,947
999,B,X,K,33,624
1000,A,X,I,69,754
1001,A,Z,K,76,745
1002,B,Y,I,26,819
1003,B,X,J,61,279
1004,A,Y,L,47,430
1005,B,Z,K,100,437
1006,A,Y,I,95,322
1007,B,Y,J,46,844
1008,B,Y,K,96,400
1009,A,Y,L,78,563
1010,B,Z,K,61,742
1011,B,Y,I,64,569
1012,A,Y,K,83,463
1013,A,Z,I,71,832
1014,B,X,K,78,538
1015,B,Y,L,99,362
1016,B,Z,J,100,142
1017,B,Y,I,64,633
1018,B,Y,J,82,468
1019,A,X,L,53,362
1020,A,Y,J,48,630
1021,A,Z,K,86,107
1022,A,Y,J,96,846
1023,A,Z,L,19,481
1024,A,X,L,88,896
1025,A,X,I,23,603
1026,A,Z,J,35,760
1027,A,Z,L,88,300
1028,A,X,J,50,751
1029,B,X,I,75,207
1030,B,Z,J,32,980
1031,A,Z,J,44,482
1032,B,X,J,64,432
1033,A,Z,K,57,793
1034,B,Z,J,41,799
1035,B,Z,I,65,359
1036,B,Y,I,72,476
1037,B,Z,K,65,319
1038,A,Z,L,100,666
1039,B,Z,K,60,104
1040,B,X,K,42,279
1041,A,Y,K,96,615
1042,A,X,L,12,277
1043,B,Y,K,52,649
1044,A,Z,L,99,812
1045,A,Y,L,96,635
1046,B,X,I,82,903
1047,A,X,J,14,911
1048,B,Y,L,37,987
1049,B,Z,J,96,129
1050,A,Z,I,82,893
1051,A,X,J,91,154
1052,B,Z,K,92,256
1053,B,Y,L,95,226
1054,A,Y,K,71,553
1055,B,Y,J,66,190
1056,B,Y,J,43,202
1057,A,Z,K,16,457
1058,A,Z,I,74,740
1059,B,Z,J,51,123
1060,A,Z,K,79,672
1061,B,Y,K,100,823
1062,A,Z,L,55,750
1063,A,X,I,76,441
1064,A,X,L,39,494
1065,B,Z,J,82,639
1066,A,Z,K,54,325
1067,B,X,L,75,244
1068,B,Y,K,77,413
1069,A,Y,J,95,825
1070,A,X,I,46,951
1071,A,Z,I,48,309
1072,A,Y,L,69,411
1073,B,X,K,87,230
1074,A,Z,J,53,436
1075,B,Z,K,43,489
1076,A,Z,I,45,236
1077,A,X,L,76,161
1078,A,Y,K,49,878
1079,A,X,I,36,703
1080,A,Y,J,78,808
1081,A,Y,I,93,918
1082,B,Y,I,53,516
1083,A,Y,K,40,202
1084,B,Y,J,44,972
1085,A,Y,I,13,301
1086,B,Y,I,47,241
1087,B,X,K,28,864
1088,A,Z,K,23,176
1089,B,X,K,91,554
1090,A,X,K,77,528
1091,A,X,J,47,206
1092,B,Y,L,96,548
1093,B,Y,I,51,762
1094,A,X,J,71,726
1095,B,Y,J,42,230
1096,A,X,L,58,355
1097,A,Y,J,76,893
